Set56,2,3,4,6,7,10,13,14,15,16,21,24,28,33,38,41,43,44,45,49
Set57,1,2,3,9,10,11,14,16,17,18,19,20,21,23,24,29,39,42,43,50
Set58,1,5,7,14,19,20,22,25,28,29,31,32,33,35,38,41,42,43,44,50
Set59,2,4,5,6,8,10,14,15,16,19,20,22,23,28,34,37,40,46,47,49
Set60,2,3,5,6,9,13,14,21,22,24,28,30,31,37,42,43,45,46,48,49
Set61,1,3,4,5,6,7,8,9,10,21,23,29,30,35,36,37,39,40,49,50
Set62,2,3,5,6,8,11,20,21,24,26,27,34,35,36,38,41,42,43,48,50
Set63,2,3,6,10,11,14,16,18,19,22,26,27,30,35,40,41,43,44,47,49
Set64,1,2,5,7,9,10,11,12,14,16,17,18,28,32,33,38,42,45,47,50
Set65,3,5,8,11,14,16,17,18,23,24,29,30,31,32,35,38,42,43,44,46
Set66,2,3,4,6,7,9,11,22,23,24,25,28,31,36,37,39,41,46,48,49
Set67,3,7,9,10,12,15,17,20,23,24,27,29,30,31,35,38,40,43,44,48
Set68,2,4,8,10,12,15,16,20,21,27,32,33,36,37,39,42,43,44,49,50
Set69,1,2,3,4,5,6,12,13,14,17,18,19,25,26,28,34,41,43,47,48
Set70,1,11,12,13,20,21,22,23,24,25,30,33,37,38,39,42,43,44,46,47
Set71,3,4,9,11,17,18,22,24,25,29,30,34,36,37,38,39,40,43,44,48
Set72,1,3,4,6,7,9,13,14,15,17,23,27,28,31,34,37,44,45,49,50
Set73,1,3,4,6,9,11,12,13,15,18,22,23,26,31,37,38,40,42,44,47
Set74,6,9,10,14,20,21,23,29,30,34,37,38,39,40,41,42,45,46,49,50
Set75,2,3,4,14,17,25,26,27,29,30,31,32,34,39,40,41,45,47,48,49
Set76,1,2,3,4,6,9,12,13,16,17,18,25,27,31,33,34,41,45,46,50
Set77,3,7,10,11,12,13,22,23,25,26,27,28,33,34,36,37,40,42,48,50
Set78,1,7,10,11,14,16,18,19,21,23,25,26,27,29,31,32,33,36,48,49
Set79,2,3,4,8,11,14,15,17,18,19,21,26,33,34,35,37,39,44,45,46
Set80,2,4,5,7,8,14,21,22,24,26,28,29,35,36,39,41,43,44,48,50
Set81,2,3,5,7,11,13,15,17,20,23,26,28,29,32,34,36,41,45,48,49
Set82,2,3,4,15,17,19,20,22,24,26,29,32,38,39,40,43,44,46,47,48
Set83,2,3,7,9,10,15,16,18,24,25,26,31,34,35,36,38,40,43,44,47
Set84,2,3,4,5,6,10,12,19,24,26,30,31,32,33,35,37,40,45,46,49
Set85,3,7,9,16,17,21,22,24,26,28,30,31,32,38,39,41,42,43,45,50
Set86,1,4,5,7,11,13,14,22,24,27,29,30,32,34,36,40,41,46,47,49
Set87,6,8,10,11,13,19,20,26,30,31,34,37,39,40,41,44,45,46,49,50
Set88,2,4,6,9,10,16,18,19,22,25,27,30,32,33,34,35,37,42,48,50
Set89,2,4,5,7,8,9,15,20,21,22,25,27,29,32,37,39,43,44,47,48
Set90,1,2,3,8,10,11,12,13,15,16,17,20,23,24,26,31,33,40,42,48
Set91,1,3,4,9,11,13,14,16,19,27,29,30,31,32,33,39,40,45,47,50
Set92,1,2,6,9,11,18,21,22,24,25,30,33,34,36,37,42,45,46,47,49
Set93,1,3,6,8,9,10,15,16,17,19,21,22,24,26,30,34,41,47,49,50
Set94,2,3,8,9,11,13,14,26,30,31,32,33,35,36,37,40,42,44,46,47
Set95,4,5,6,7,8,11,14,17,18,19,21,23,24,29,33,36,38,39,41,49
Set96,1,2,5,6,7,12,13,17,18,21,23,26,29,31,34,37,46,47,49,50
Set97,1,2,3,7,9,10,15,16,17,19,21,22,32,33,38,40,42,43,48,50
Set98,1,2,4,12,15,16,18,19,22,23,24,26,28,29,37,41,43,47,48,49
Set99,4,7,12,14,17,19,20,22,23,25,26,33,34,36,37,41,42,47,48,49
Set100,4,7,10,15,16,17,18,22,27,29,30,31,33,37,40,41,44,46,47,50
Set101,2,6,7,11,12,16,17,18,19,21,23,25,26,27,30,35,37,43,44,49
Set102,2,4,5,8,11,12,14,16,17,19,20,23,24,26,27,37,40,42,43,49
Set103,5,6,7,8,9,14,18,19,20,21,22,24,27,34,36,37,40,46,48,49
Set104,2,3,10,12,16,18,19,20,23,28,32,33,38,40,41,43,44,46,49,50
Set105,1,2,7,10,12,14,16,18,20,22,25,27,29,30,33,35,38,44,48,50
Set106,2,3,4,6,7,10,13,14,15,16,21,24,28,33,38,41,43,44,45,49
Set107,1,2,3,9,10,11,14,16,17,18,19,20,21,23,24,29,39,42,43,50
Set108,1,5,7,14,19,20,22,25,28,29,31,32,33,35,38,41,42,43,44,50
Set109,2,4,5,6,8,10,14,15,16,19,20,22,23,28,34,37,40,46,47,49
Set110,2,3,5,6,9,13,14,21,22,24,28,30,31,37,42,43,45,46,48,49
Set111,1,3,4,5,6,7,8,9,10,21,23,29,30,35,36,37,39,40,49,50
Set112,2,3,5,6,8,11,20,21,24,26,27,34,35,36,38,41,42,43,48,50
Set113,2,3,6,10,11,14,16,18,19,22,26,27,30,35,40,41,43,44,47,49
Set114,1,2,5,7,9,10,11,12,14,16,17,18,28,32,33,38,42,45,47,50
Set115,3,5,8,11,14,16,17,18,23,24,29,30,31,32,35,38,42,43,44,46
Set116,2,3,4,6,7,9,11,22,23,24,25,28,31,36,37,39,41,46,48,49
Set117,3,7,9,10,12,15,17,20,23,24,27,29,30,31,35,38,40,43,44,48
Set118,2,4,8,10,12,15,16,20,21,27,32,33,36,37,39,42,43,44,49,50
Set119,1,2,3,4,5,6,12,13,14,17,18,19,25,26,28,34,41,43,47,48
Set120,1,11,12,13,20,21,22,23,24,25,30,33,37,38,39,42,43,44,46,47
Set121,3,4,9,11,17,18,22,24,25,29,30,34,36,37,38,39,40,43,44,48
Set122,1,3,4,6,7,9,13,14,15,17,23,27,28,31,34,37,44,45,49,50
Set123,1,3,4,6,9,11,12,13,15,18,22,23,26,31,37,38,40,42,44,47
Set124,6,9,10,14,20,21,23,29,30,34,37,38,39,40,41,42,45,46,49,50
Set125,2,3,4,14,17,25,26,27,29,30,31,32,34,39,40,41,45,47,48,49
Set126,1,2,3,4,6,9,12,13,16,17,18,25,27,31,33,34,41,45,46,50
Set127,3,7,10,11,12,13,22,23,25,26,27,28,33,34,36,37,40,42,48,50
Set128,1,7,10,11,14,16,18,19,21,23,25,26,27,29,31,32,33,36,48,49
Set129,2,3,4,8,11,14,15,17,18,19,21,26,33,34,35,37,39,44,45,46
Set130,2,4,5,7,8,14,21,22,24,26,28,29,35,36,39,41,43,44,48,50
Set131,2,3,5,7,11,13,15,17,20,23,26,28,29,32,34,36,41,45,48,49
Set132,2,3,4,15,17,19,20,22,24,26,29,32,38,39,40,43,44,46,47,48
Set133,2,3,7,9,10,15,16,18,24,25,26,31,34,35,36,38,40,43,44,47
Set134,2,3,4,5,6,10,12,19,24,26,30,31,32,33,35,37,40,45,46,49
Set135,3,7,9,16,17,21,22,24,26,28,30,31,32,38,39,41,42,43,45,50
Set136,1,4,5,7,11,13,14,22,24,27,29,30,32,34,36,40,41,46,47,49
Set137,6,8,10,11,13,19,20,26,30,31,34,37,39,40,41,44,45,46,49,50
Set138,2,4,6,9,10,16,18,19,22,25,27,30,32,33,34,35,37,42,48,50
Set139,2,4,5,7,8,9,15,20,21,22,25,27,29,32,37,39,43,44,47,48
Set140,1,2,3,8,10,11,12,13,15,16,17,20,23,24,26,31,33,40,42,48
Set141,1,3,4,9,11,13,14,16,19,27,29,30,31,32,33,39,40,45,47,50
Set142,1,2,6,9,11,18,21,22,24,25,30,33,34,36,37,42,45,46,47,49
Set143,1,3,6,8,9,10,15,16,17,19,21,22,24,26,30,34,41,47,49,50
Set144,2,3,8,9,11,13,14,26,30,31,32,33,35,36,37,40,42,44,46,47
Set145,4,5,6,7,8,11,14,17,18,19,21,23,24,29,33,36,38,39,41,49
Set146,1,2,5,6,7,12,13,17,18,21,23,26,29,31,34,37,46,47,49,50
Set147,1,2,3,7,9,10,15,16,17,19,21,22,32,33,38,40,42,43,48,50
Set148,1,2,4,12,15,16,18,19,22,23,24,26,28,29,37,41,43,47,48,49
Set149,4,7,12,14,17,19,20,22,23,25,26,33,34,36,37,41,42,47,48,49
Set150,4,7,10,15,16,17,18,22,27,29,30,31,33,37,40,41,44,46,47,50
Set151,2,6,7,11,12,16,17,18,19,21,23,25,26,27,30,35,37,43,44,49
Set152,2,4,5,8,11,12,14,16,17,19,20,23,24,26,27,37,40,42,43,49
Set153,5,6,7,8,9,14,18,19,20,21,22,24,27,34,36,37,40,46,48,49
Set154,2,3,10,12,16,18,19,20,23,28,32,33,38,40,41,43,44,46,49,50
Set155,1,2,7,10,12,14,16,18,20,22,25,27,29,30,33,35,38,44,48,50
Set156,2,3,4,6,7,10,13,14,15,16,21,24,28,33,38,41,43,44,45,49
Set157,1,2,3,9,10,11,14,16,17,18,19,20,21,23,24,29,39,42,43,50
Set158,1,5,7,14,19,20,22,25,28,29,31,32,33,35,38,41,42,43,44,50
Set159,2,4,5,6,8,10,14,15,16,19,20,22,23,28,34,37,40,46,47,49
Set160,2,3,5,6,9,13,14,21,22,24,28,30,31,37,42,43,45,46,48,49
Set161,1,3,4,5,6,7,8,9,10,21,23,29,30,35,36,37,39,40,49,50
Set162,2,3,5,6,8,11,20,21,24,26,27,34,35,36,38,41,42,43,48,50
Set163,2,3,6,10,11,14,16,18,19,22,26,27,30,35,40,41,43,44,47,49
Set164,1,2,5,7,9,10,11,12,14,16,17,18,28,32,33,38,42,45,47,50
Set165,3,5,8,11,14,16,17,18,23,24,29,30,31,32,35,38,42,43,44,46
Set166,2,3,4,6,7,9,11,22,23,24,25,28,31,36,37,39,41,46,48,49
Set167,3,7,9,10,12,15,17,20,23,24,27,29,30,31,35,38,40,43,44,48
Set168,2,4,8,10,12,15,16,20,21,27,32,33,36,37,39,42,43,44,49,50
Set169,1,2,3,4,5,6,12,13,14,17,18,19,25,26,28,34,41,43,47,48
Set170,1,11,12,13,20,21,22,23,24,25,30,33,37,38,39,42,43,44,46,47
Set171,3,4,9,11,17,18,22,24,25,29,30,34,36,37,38,39,40,43,44,48
Set172,1,3,4,6,7,9,13,14,15,17,23,27,28,31,34,37,44,45,49,50
Set173,1,3,4,6,9,11,12,13,15,18,22,23,26,31,37,38,40,42,44,47
Set174,6,9,10,14,20,21,23,29,30,34,37,38,39,40,41,42,45,46,49,50
Set175,2,3,4,14,17,25,26,27,29,30,31,32,34,39,40,41,45,47,48,49
Set176,1,2,3,4,6,9,12,13,16,17,18,25,27,31,33,34,41,45,46,50
Set177,3,7,10,11,12,13,22,23,25,26,27,28,33,34,36,37,40,42,48,50
Set178,1,7,10,11,14,16,18,19,21,23,25,26,27,29,31,32,33,36,48,49
Set179,2,3,4,8,11,14,15,17,18,19,21,26,33,34,35,37,39,44,45,46
Set180,2,4,5,7,8,14,21,22,24,26,28,29,35,36,39,41,43,44,48,50
Set181,2,3,5,7,11,13,15,17,20,23,26,28,29,32,34,36,41,45,48,49
Set182,2,3,4,15,17,19,20,22,24,26,29,32,38,39,40,43,44,46,47,48
Set183,2,3,7,9,10,15,16,18,24,25,26,31,34,35,36,38,40,43,44,47
Set184,2,3,4,5,6,10,12,19,24,26,30,31,32,33,35,37,40,45,46,49
Set185,3,7,9,16,17,21,22,24,26,28,30,31,32,38,39,41,42,43,45,50
Set186,1,4,5,7,11,13,14,22,24,27,29,30,32,34,36,40,41,46,47,49
Set187,6,8,10,11,13,19,20,26,30,31,34,37,39,40,41,44,45,46,49,50
Set188,2,4,6,9,10,16,18,19,22,25,27,30,32,33,34,35,37,42,48,50
Set189,2,4,5,7,8,9,15,20,21,22,25,27,29,32,37,39,43,44,47,48
Set190,1,2,3,8,10,11,12,13,15,16,17,20,23,24,26,31,33,40,42,48
Set191,1,3,4,9,11,13,14,16,19,27,29,30,31,32,33,39,40,45,47,50
Set192,1,2,6,9,11,18,21,22,24,25,30,33,34,36,37,42,45,46,47,49
Set193,1,3,6,8,9,10,15,16,17,19,21,22,24,26,30,34,41,47,49,50
Set194,2,3,8,9,11,13,14,26,30,31,32,33,35,36,37,40,42,44,46,47
Set195,4,5,6,7,8,11,14,17,18,19,21,23,24,29,33,36,38,39,41,49
Set196,1,2,5,6,7,12,13,17,18,21,23,26,29,31,34,37,46,47,49,50
Set197,1,2,3,7,9,10,15,16,17,19,21,22,32,33,38,40,42,43,48,50
Set198,1,2,4,12,15,16,18,19,22,23,24,26,28,29,37,41,43,47,48,49
Set199,4,7,12,14,17,19,20,22,23,25,26,33,34,36,37,41,42,47,48,49
Set200,4,7,10,15,16,17,18,22,27,29,30,31,33,37,40,41,44,46,47,50
Set201,2,6,7,11,12,16,17,18,19,21,23,25,26,27,30,35,37,43,44,49
Set202,2,4,5,8,11,12,14,16,17,19,20,23,24,26,27,37,40,42,43,49
Set203,5,6,7,8,9,14,18,19,20,21,22,24,27,34,36,37,40,46,48,49
Set204,2,3,10,12,16,18,19,20,23,28,32,33,38,40,41,43,44,46,49,50
Set205,1,2,7,10,12,14,16,18,20,22,25,27,29,30,33,35,38,44,48,50
Set206,2,3,4,6,7,10,13,14,15,16,21,24,28,33,38,41,43,44,45,49
Set207,1,2,3,9,10,11,14,16,17,18,19,20,21,23,24,29,39,42,43,50
Set208,1,5,7,14,19,20,22,25,28,29,31,32,33,35,38,41,42,43,44,50
Set209,2,4,5,6,8,10,14,15,16,19,20,22,23,28,34,37,40,46,47,49
Set210,2,3,5,6,9,13,14,21,22,24,28,30,31,37,42,43,45,46,48,49
Set211,1,3,4,5,6,7,8,9,10,21,23,29,30,35,36,37,39,40,49,50
Set212,2,3,5,6,8,11,20,21,24,26,27,34,35,36,38,41,42,43,48,50
Set213,2,3,6,10,11,14,16,18,19,22,26,27,30,35,40,41,43,44,47,49
Set214,1,2,5,7,9,10,11,12,14,16,17,18,28,32,33,38,42,45,47,50
Set215,3,5,8,11,14,16,17,18,23,24,29,30,31,32,35,38,42,43,44,46
Set216,2,3,4,6,7,9,11,22,23,24,25,28,31,36,37,39,41,46,48,49
Set217,3,7,9,10,12,15,17,20,23,24,27,29,30,31,35,38,40,43,44,48
Set218,2,4,8,10,12,15,16,20,21,27,32,33,36,37,39,42,43,44,49,50
Set219,1,2,3,4,5,6,12,13,14,17,18,19,25,26,28,34,41,43,47,48
Set220,1,11,12,13,20,21,22,23,24,25,30,33,37,38,39,42,43,44,46,47
Set221,3,4,9,11,17,18,22,24,25,29,30,34,36,37,38,39,40,43,44,48
Set222,1,3,4,6,7,9,13,14,15,17,23,27,28,31,34,37,44,45,49,50
Set223,1,3,4,6,9,11,12,13,15,18,22,23,26,31,37,38,40,42,44,47
Set224,6,9,10,14,20,21,23,29,30,34,37,38,39,40,41,42,45,46,49,50
Set225,2,3,4,14,17,25,26,27,29,30,31,32,34,39,40,41,45,47,48,49
Set226,1,2,3,4,6,9,12,13,16,17,18,25,27,31,33,34,41,45,46,50
Set227,3,7,10,11,12,13,22,23,25,26,27,28,33,34,36,37,40,42,48,50
Set228,1,7,10,11,14,16,18,19,21,23,25,26,27,29,31,32,33,36,48,49
Set229,2,3,4,8,11,14,15,17,18,19,21,26,33,34,35,37,39,44,45,46
Set230,2,4,5,7,8,14,21,22,24,26,28,29,35,36,39,41,43,44,48,50
Set231,2,3,5,7,11,13,15,17,20,23,26,28,29,32,34,36,41,45,48,49
Set232,2,3,4,15,17,19,20,22,24,26,29,32,38,39,40,43,44,46,47,48
Set233,2,3,7,9,10,15,16,18,24,25,26,31,34,35,36,38,40,43,44,47
Set234,2,3,4,5,6,10,12,19,24,26,30,31,32,33,35,37,40,45,46,49
Set235,3,7,9,16,17,21,22,24,26,28,30,31,32,38,39,41,42,43,45,50
Set236,1,4,5,7,11,13,14,22,24,27,29,30,32,34,36,40,41,46,47,49
Set237,6,8,10,11,13,19,20,26,30,31,34,37,39,40,41,44,45,46,49,50
Set238,2,4,6,9,10,16,18,19,22,25,27,30,32,33,34,35,37,42,48,50
Set239,2,4,5,7,8,9,15,20,21,22,25,27,29,32,37,39,43,44,47,48
Set240,1,2,3,8,10,11,12,13,15,16,17,20,23,24,26,31,33,40,42,48
Set241,1,3,4,9,11,13,14,16,19,27,29,30,31,32,33,39,40,45,47,50
Set242,1,2,6,9,11,18,21,22,24,25,30,33,34,36,37,42,45,46,47,49
Set243,1,3,6,8,9,10,15,16,17,19,21,22,24,26,30,34,41,47,49,50
Set244,2,3,8,9,11,13,14,26,30,31,32,33,35,36,37,40,42,44,46,47
Set245,4,5,6,7,8,11,14,17,18,19,21,23,24,29,33,36,38,39,41,49
Set246,1,2,5,6,7,12,13,17,18,21,23,26,29,31,34,37,46,47,49,50
Set247,1,2,3,7,9,10,15,16,17,19,21,22,32,33,38,40,42,43,48,50
Set248,1,2,4,12,15,16,18,19,22,23,24,26,28,29,37,41,43,47,48,49
Set249,4,7,12,14,17,19,20,22,23,25,26,33,34,36,37,41,42,47,48,49
Set250,4,7,10,15,16,17,18,22,27,29,30,31,33,37,40,41,44,46,47,50
Set251,2,6,7,11,12,16,17,18,19,21,23,25,26,27,30,35,37,43,44,49
Set252,2,4,5,8,11,12,14,16,17,19,20,23,24,26,27,37,40,42,43,49
Set253,5,6,7,8,9,14,18,19,20,21,22,24,27,34,36,37,40,46,48,49
Set254,2,3,10,12,16,18,19,20,23,28,32,33,38,40,41,43,44,46,49,50
Set255,1,2,7,10,12,14,16,18,20,22,25,27,29,30,33,35,38,44,48,50
Set256,2,3,4,6,7,10,13,14,15,16,21,24,28,33,38,41,43,44,45,49
Set257,1,2,3,9,10,11,14,16,17,18,19,20,21,23,24,29,39,42,43,50
Set258,1,5,7,14,19,20,22,25,28,29,31,32,33,35,38,41,42,43,44,50
Set259,2,4,5,6,8,10,14,15,16,19,20,22,23,28,34,37,40,46,47,49
Set260,2,3,5,6,9,13,14,21,22,24,28,30,31,37,42,43,45,46,48,49
Set261,1,3,4,5,6,7,8,9,10,21,23,29,30,35,36,37,39,40,49,50
Set262,2,3,5,6,8,11,20,21,24,26,27,34,35,36,38,41,42,43,48,50
Set263,2,3,6,10,11,14,16,18,19,22,26,27,30,35,40,41,43,44,47,49
Set264,1,2,5,7,9,10,11,12,14,16,17,18,28,32,33,38,42,45,47,50
Set265,3,5,8,11,14,16,17,18,23,24,29,30,31,32,35,38,42,43,44,46
Set266,2,3,4,6,7,9,11,22,23,24,25,28,31,36,37,39,41,46,48,49
Set267,3,7,9,10,12,15,17,20,23,24,27,29,30,31,35,38,40,43,44,48
Set268,2,4,8,10,12,15,16,20,21,27,32,33,36,37,39,42,43,44,49,50
Set269,1,2,3,4,5,6,12,13,14,17,18,19,25,26,28,34,41,43,47,48
Set270,1,11,12,13,20,21,22,23,24,25,30,33,37,38,39,42,43,44,46,47
Set271,3,4,9,11,17,18,22,24,25,29,30,34,36,37,38,39,40,43,44,48
Set272,1,3,4,6,7,9,13,14,15,17,23,27,28,31,34,37,44,45,49,50
Set273,1,3,4,6,9,11,12,13,15,18,22,23,26,31,37,38,40,42,44,47
Set274,6,9,10,14,20,21,23,29,30,34,37,38,39,40,41,42,45,46,49,50
Set275,2,3,4,14,17,25,26,27,29,30,31,32,34,39,40,41,45,47,48,49
Set276,1,2,3,4,6,9,12,13,16,17,18,25,27,31,33,34,41,45,46,50
Set277,3,7,10,11,12,13,22,23,25,26,27,28,33,34,36,37,40,42,48,50
Set278,1,7,10,11,14,16,18,19,21,23,25,26,27,29,31,32,33,36,48,49
Set279,2,3,4,8,11,14,15,17,18,19,21,26,33,34,35,37,39,44,45,46
Set280,2,4,5,7,8,14,21,22,24,26,28,29,35,36,39,41,43,44,48,50
Set281,2,3,5,7,11,13,15,17,20,23,26,28,29,32,34,36,41,45,48,49
Set282,2,3,4,15,17,19,20,22,24,26,29,32,38,39,40,43,44,46,47,48
Set283,2,3,7,9,10,15,16,18,24,25,26,31,34,35,36,38,40,43,44,47
Set284,2,3,4,5,6,10,12,19,24,26,30,31,32,33,35,37,40,45,46,49
Set285,3,7,9,16,17,21,22,24,26,28,30,31,32,38,39,41,42,43,45,50
Set286,1,4,5,7,11,13,14,22,24,27,29,30,32,34,36,40,41,46,47,49
Set287,6,8,10,11,13,19,20,26,30,31,34,37,39,40,41,44,45,46,49,50
Set288,2,4,6,9,10,16,18,19,22,25,27,30,32,33,34,35,37,42,48,50
Set289,2,4,5,7,8,9,15,20,21,22,25,27,29,32,37,39,43,44,47,48
Set290,1,2,3,8,10,11,12,13,15,16,17,20,23,24,26,31,33,40,42,48
Set291,1,3,4,9,11,13,14,16,19,27,29,30,31,32,33,39,40,45,47,50
Set292,1,2,6,9,11,18,21,22,24,25,30,33,34,36,37,42,45,46,47,49
Set293,1,3,6,8,9,10,15,16,17,19,21,22,24,26,30,34,41,47,49,50
Set294,2,3,8,9,11,13,14,26,30,31,32,33,35,36,37,40,42,44,46,47
Set295,4,5,6,7,8,11,14,17,18,19,21,23,24,29,33,36,38,39,41,49
Set296,1,2,5,6,7,12,13,17,18,21,23,26,29,31,34,37,46,47,49,50
Set297,1,2,3,7,9,10,15,16,17,19,21,22,32,33,38,40,42,43,48,50
Set298,1,2,4,12,15,16,18,19,22,23,24,26,28,29,37,41,43,47,48,49
Set299,4,7,12,14,17,19,20,22,23,25,26,33,34,36,37,41,42,47,48,49
Set300,4,7,10,15,16,17,18,22,27,29,30,31,33,37,40,41,44,46,47,50
Set301,2,6,7,11,12,16,17,18,19,21,23,25,26,27,30,35,37,43,44,49
Set302,2,4,5,8,11,12,14,16,17,19,20,23,24,26,27,37,40,42,43,49
Set303,5,6,7,8,9,14,18,19,20,21,22,24,27,34,36,37,40,46,48,49
Set304,2,3,10,12,16,18,19,20,23,28,32,33,38,40,41,43,44,46,49,50
Set305,1,2,7,10,12,14,16,18,20,22,25,27,29,30,33,35,38,44,48,50
Set306,2,3,4,6,7,10,13,14,15,16,21,24,28,33,38,41,43,44,45,49
Set307,1,2,3,9,10,11,14,16,17,18,19,20,21,23,24,29,39,42,43,50
Set308,1,5,7,14,19,20,22,25,28,29,31,32,33,35,38,41,42,43,44,50
Set309,2,4,5,6,8,10,14,15,16,19,20,22,23,28,34,37,40,46,47,49
Set310,2,3,5,6,9,13,14,21,22,24,28,30,31,37,42,43,45,46,48,49
Set311,1,3,4,5,6,7,8,9,10,21,23,29,30,35,36,37,39,40,49,50
Set312,2,3,5,6,8,11,20,21,24,26,27,34,35,36,38,41,42,43,48,50
Set313,2,3,6,10,11,14,16,18,19,22,26,27,30,35,40,41,43,44,47,49
Set314,1,2,5,7,9,10,11,12,14,16,17,18,28,32,33,38,42,45,47,50
Set315,3,5,8,11,14,16,17,18,23,24,29,30,31,32,35,38,42,43,44,46
Set316,2,3,4,6,7,9,11,22,23,24,25,28,31,36,37,39,41,46,48,49
Set317,3,7,9,10,12,15,17,20,23,24,27,29,30,31,35,38,40,43,44,48
Set318,2,4,8,10,12,15,16,20,21,27,32,33,36,37,39,42,43,44,49,50
