107,1,2,3,9,10,11,14,16,17,18,19,20,21,23,24,29,39,42,43,50
108,1,5,7,14,19,20,22,25,28,29,31,32,33,35,38,41,42,43,44,50
109,2,4,5,6,8,10,14,15,16,19,20,22,23,28,34,37,40,46,47,49
110,2,3,5,6,9,13,14,21,22,24,28,30,31,37,42,43,45,46,48,49
111,1,3,4,5,6,7,8,9,10,21,23,29,30,35,36,37,39,40,49,50
112,2,3,5,6,8,11,20,21,24,26,27,34,35,36,38,41,42,43,48,50
113,2,3,6,10,11,14,16,18,19,22,26,27,30,35,40,41,43,44,47,49
114,1,2,5,7,9,10,11,12,14,16,17,18,28,32,33,38,42,45,47,50
115,3,5,8,11,14,16,17,18,23,24,29,30,31,32,35,38,42,43,44,46
116,2,3,4,6,7,9,11,22,23,24,25,28,31,36,37,39,41,46,48,49
117,3,7,9,10,12,15,17,20,23,24,27,29,30,31,35,38,40,43,44,48
118,2,4,8,10,12,15,16,20,21,27,32,33,36,37,39,42,43,44,49,50
119,1,2,3,4,5,6,12,13,14,17,18,19,25,26,28,34,41,43,47,48
120,1,11,12,13,20,21,22,23,24,25,30,33,37,38,39,42,43,44,46,47
121,3,4,9,11,17,18,22,24,25,29,30,34,36,37,38,39,40,43,44,48
122,1,3,4,6,7,9,13,14,15,17,23,27,28,31,34,37,44,45,49,50
123,1,3,4,6,9,11,12,13,15,18,22,23,26,31,37,38,40,42,44,47
124,6,9,10,14,20,21,23,29,30,34,37,38,39,40,41,42,45,46,49,50
125,2,3,4,14,17,25,26,27,29,30,31,32,34,39,40,41,45,47,48,49
126,1,2,3,4,6,9,12,13,16,17,18,25,27,31,33,34,41,45,46,50
127,3,7,10,11,12,13,22,23,25,26,27,28,33,34,36,37,40,42,48,50
128,1,7,10,11,14,16,18,19,21,23,25,26,27,29,31,32,33,36,48,49
129,2,3,4,8,11,14,15,17,18,19,21,26,33,34,35,37,39,44,45,46
130,2,4,5,7,8,14,21,22,24,26,28,29,35,36,39,41,43,44,48,50
131,2,3,5,7,11,13,15,17,20,23,26,28,29,32,34,36,41,45,48,49
132,2,3,4,15,17,19,20,22,24,26,29,32,38,39,40,43,44,46,47,48
133,2,3,7,9,10,15,16,18,24,25,26,31,34,35,36,38,40,43,44,47
134,2,3,4,5,6,10,12,19,24,26,30,31,32,33,35,37,40,45,46,49
135,3,7,9,16,17,21,22,24,26,28,30,31,32,38,39,41,42,43,45,50
136,1,4,5,7,11,13,14,22,24,27,29,30,32,34,36,40,41,46,47,49
137,6,8,10,11,13,19,20,26,30,31,34,37,39,40,41,44,45,46,49,50
138,2,4,6,9,10,16,18,19,22,25,27,30,32,33,34,35,37,42,48,50
139,2,4,5,7,8,9,15,20,21,22,25,27,29,32,37,39,43,44,47,48
140,1,2,3,8,10,11,12,13,15,16,17,20,23,24,26,31,33,40,42,48
141,1,3,4,9,11,13,14,16,19,27,29,30,31,32,33,39,40,45,47,50
142,1,2,6,9,11,18,21,22,24,25,30,33,34,36,37,42,45,46,47,49
143,1,3,6,8,9,10,15,16,17,19,21,22,24,26,30,34,41,47,49,50
144,2,3,8,9,11,13,14,26,30,31,32,33,35,36,37,40,42,44,46,47
145,4,5,6,7,8,11,14,17,18,19,21,23,24,29,33,36,38,39,41,49
146,1,2,5,6,7,12,13,17,18,21,23,26,29,31,34,37,46,47,49,50
147,1,2,3,7,9,10,15,16,17,19,21,22,32,33,38,40,42,43,48,50
148,1,2,4,12,15,16,18,19,22,23,24,26,28,29,37,41,43,47,48,49
149,4,7,12,14,17,19,20,22,23,25,26,33,34,36,37,41,42,47,48,49
150,4,7,10,15,16,17,18,22,27,29,30,31,33,37,40,41,44,46,47,50
151,2,6,7,11,12,16,17,18,19,21,23,25,26,27,30,35,37,43,44,49
152,2,4,5,8,11,12,14,16,17,19,20,23,24,26,27,37,40,42,43,49
153,5,6,7,8,9,14,18,19,20,21,22,24,27,34,36,37,40,46,48,49
154,2,3,10,12,16,18,19,20,23,28,32,33,38,40,41,43,44,46,49,50
155,1,2,7,10,12,14,16,18,20,22,25,27,29,30,33,35,38,44,48,50
156,2,3,4,6,7,10,13,14,15,16,21,24,28,33,38,41,43,44,45,49
157,1,2,3,9,10,11,14,16,17,18,19,20,21,23,24,29,39,42,43,50
158,1,5,7,14,19,20,22,25,28,29,31,32,33,35,38,41,42,43,44,50
159,2,4,5,6,8,10,14,15,16,19,20,22,23,28,34,37,40,46,47,49
160,2,3,5,6,9,13,14,21,22,24,28,30,31,37,42,43,45,46,48,49
161,1,3,4,5,6,7,8,9,10,21,23,29,30,35,36,37,39,40,49,50
162,2,3,5,6,8,11,20,21,24,26,27,34,35,36,38,41,42,43,48,50
163,2,3,6,10,11,14,16,18,19,22,26,27,30,35,40,41,43,44,47,49
164,1,2,5,7,9,10,11,12,14,16,17,18,28,32,33,38,42,45,47,50
165,3,5,8,11,14,16,17,18,23,24,29,30,31,32,35,38,42,43,44,46
166,2,3,4,6,7,9,11,22,23,24,25,28,31,36,37,39,41,46,48,49
167,3,7,9,10,12,15,17,20,23,24,27,29,30,31,35,38,40,43,44,48
168,2,4,8,10,12,15,16,20,21,27,32,33,36,37,39,42,43,44,49,50
169,1,2,3,4,5,6,12,13,14,17,18,19,25,26,28,34,41,43,47,48
170,1,11,12,13,20,21,22,23,24,25,30,33,37,38,39,42,43,44,46,47
171,3,4,9,11,17,18,22,24,25,29,30,34,36,37,38,39,40,43,44,48
172,1,3,4,6,7,9,13,14,15,17,23,27,28,31,34,37,44,45,49,50
173,1,3,4,6,9,11,12,13,15,18,22,23,26,31,37,38,40,42,44,47
174,6,9,10,14,20,21,23,29,30,34,37,38,39,40,41,42,45,46,49,50
175,2,3,4,14,17,25,26,27,29,30,31,32,34,39,40,41,45,47,48,49
176,1,2,3,4,6,9,12,13,16,17,18,25,27,31,33,34,41,45,46,50
177,3,7,10,11,12,13,22,23,25,26,27,28,33,34,36,37,40,42,48,50
178,1,7,10,11,14,16,18,19,21,23,25,26,27,29,31,32,33,36,48,49
179,2,3,4,8,11,14,15,17,18,19,21,26,33,34,35,37,39,44,45,46
180,2,4,5,7,8,14,21,22,24,26,28,29,35,36,39,41,43,44,48,50
181,2,3,5,7,11,13,15,17,20,23,26,28,29,32,34,36,41,45,48,49
182,2,3,4,15,17,19,20,22,24,26,29,32,38,39,40,43,44,46,47,48
183,2,3,7,9,10,15,16,18,24,25,26,31,34,35,36,38,40,43,44,47
184,2,3,4,5,6,10,12,19,24,26,30,31,32,33,35,37,40,45,46,49
185,3,7,9,16,17,21,22,24,26,28,30,31,32,38,39,41,42,43,45,50
186,1,4,5,7,11,13,14,22,24,27,29,30,32,34,36,40,41,46,47,49
187,6,8,10,11,13,19,20,26,30,31,34,37,39,40,41,44,45,46,49,50
188,2,4,6,9,10,16,18,19,22,25,27,30,32,33,34,35,37,42,48,50
189,2,4,5,7,8,9,15,20,21,22,25,27,29,32,37,39,43,44,47,48
190,1,2,3,8,10,11,12,13,15,16,17,20,23,24,26,31,33,40,42,48
191,1,3,4,9,11,13,14,16,19,27,29,30,31,32,33,39,40,45,47,50
192,1,2,6,9,11,18,21,22,24,25,30,33,34,36,37,42,45,46,47,49
193,1,3,6,8,9,10,15,16,17,19,21,22,24,26,30,34,41,47,49,50
194,2,3,8,9,11,13,14,26,30,31,32,33,35,36,37,40,42,44,46,47
195,4,5,6,7,8,11,14,17,18,19,21,23,24,29,33,36,38,39,41,49
196,1,2,5,6,7,12,13,17,18,21,23,26,29,31,34,37,46,47,49,50
197,1,2,3,7,9,10,15,16,17,19,21,22,32,33,38,40,42,43,48,50
198,1,2,4,12,15,16,18,19,22,23,24,26,28,29,37,41,43,47,48,49
199,4,7,12,14,17,19,20,22,23,25,26,33,34,36,37,41,42,47,48,49
200,4,7,10,15,16,17,18,22,27,29,30,31,33,37,40,41,44,46,47,50
201,2,6,7,11,12,16,17,18,19,21,23,25,26,27,30,35,37,43,44,49
202,2,4,5,8,11,12,14,16,17,19,20,23,24,26,27,37,40,42,43,49
203,5,6,7,8,9,14,18,19,20,21,22,24,27,34,36,37,40,46,48,49
204,2,3,10,12,16,18,19,20,23,28,32,33,38,40,41,43,44,46,49,50
205,1,2,7,10,12,14,16,18,20,22,25,27,29,30,33,35,38,44,48,50
206,2,3,4,6,7,10,13,14,15,16,21,24,28,33,38,41,43,44,45,49
207,1,2,3,9,10,11,14,16,17,18,19,20,21,23,24,29,39,42,43,50
208,1,5,7,14,19,20,22,25,28,29,31,32,33,35,38,41,42,43,44,50
209,2,4,5,6,8,10,14,15,16,19,20,22,23,28,34,37,40,46,47,49
210,2,3,5,6,9,13,14,21,22,24,28,30,31,37,42,43,45,46,48,49
211,1,3,4,5,6,7,8,9,10,21,23,29,30,35,36,37,39,40,49,50
212,2,3,5,6,8,11,20,21,24,26,27,34,35,36,38,41,42,43,48,50
213,2,3,6,10,11,14,16,18,19,22,26,27,30,35,40,41,43,44,47,49
214,1,2,5,7,9,10,11,12,14,16,17,18,28,32,33,38,42,45,47,50
215,3,5,8,11,14,16,17,18,23,24,29,30,31,32,35,38,42,43,44,46
216,2,3,4,6,7,9,11,22,23,24,25,28,31,36,37,39,41,46,48,49
217,3,7,9,10,12,15,17,20,23,24,27,29,30,31,35,38,40,43,44,48
218,2,4,8,10,12,15,16,20,21,27,32,33,36,37,39,42,43,44,49,50
219,1,2,3,4,5,6,12,13,14,17,18,19,25,26,28,34,41,43,47,48
220,1,11,12,13,20,21,22,23,24,25,30,33,37,38,39,42,43,44,46,47
221,3,4,9,11,17,18,22,24,25,29,30,34,36,37,38,39,40,43,44,48
222,1,3,4,6,7,9,13,14,15,17,23,27,28,31,34,37,44,45,49,50
223,1,3,4,6,9,11,12,13,15,18,22,23,26,31,37,38,40,42,44,47
224,6,9,10,14,20,21,23,29,30,34,37,38,39,40,41,42,45,46,49,50
225,2,3,4,14,17,25,26,27,29,30,31,32,34,39,40,41,45,47,48,49
226,1,2,3,4,6,9,12,13,16,17,18,25,27,31,33,34,41,45,46,50
227,3,7,10,11,12,13,22,23,25,26,27,28,33,34,36,37,40,42,48,50
228,1,7,10,11,14,16,18,19,21,23,25,26,27,29,31,32,33,36,48,49
229,2,3,4,8,11,14,15,17,18,19,21,26,33,34,35,37,39,44,45,46
230,2,4,5,7,8,14,21,22,24,26,28,29,35,36,39,41,43,44,48,50
231,2,3,5,7,11,13,15,17,20,23,26,28,29,32,34,36,41,45,48,49
232,2,3,4,15,17,19,20,22,24,26,29,32,38,39,40,43,44,46,47,48
233,2,3,7,9,10,15,16,18,24,25,26,31,34,35,36,38,40,43,44,47
234,2,3,4,5,6,10,12,19,24,26,30,31,32,33,35,37,40,45,46,49
235,3,7,9,16,17,21,22,24,26,28,30,31,32,38,39,41,42,43,45,50
236,1,4,5,7,11,13,14,22,24,27,29,30,32,34,36,40,41,46,47,49
237,6,8,10,11,13,19,20,26,30,31,34,37,39,40,41,44,45,46,49,50
238,2,4,6,9,10,16,18,19,22,25,27,30,32,33,34,35,37,42,48,50
239,2,4,5,7,8,9,15,20,21,22,25,27,29,32,37,39,43,44,47,48
240,1,2,3,8,10,11,12,13,15,16,17,20,23,24,26,31,33,40,42,48
241,1,3,4,9,11,13,14,16,19,27,29,30,31,32,33,39,40,45,47,50
242,1,2,6,9,11,18,21,22,24,25,30,33,34,36,37,42,45,46,47,49
243,1,3,6,8,9,10,15,16,17,19,21,22,24,26,30,34,41,47,49,50
244,2,3,8,9,11,13,14,26,30,31,32,33,35,36,37,40,42,44,46,47
245,4,5,6,7,8,11,14,17,18,19,21,23,24,29,33,36,38,39,41,49
246,1,2,5,6,7,12,13,17,18,21,23,26,29,31,34,37,46,47,49,50
247,1,2,3,7,9,10,15,16,17,19,21,22,32,33,38,40,42,43,48,50
248,1,2,4,12,15,16,18,19,22,23,24,26,28,29,37,41,43,47,48,49
249,4,7,12,14,17,19,20,22,23,25,26,33,34,36,37,41,42,47,48,49
250,4,7,10,15,16,17,18,22,27,29,30,31,33,37,40,41,44,46,47,50
251,2,6,7,11,12,16,17,18,19,21,23,25,26,27,30,35,37,43,44,49
252,2,4,5,8,11,12,14,16,17,19,20,23,24,26,27,37,40,42,43,49
253,5,6,7,8,9,14,18,19,20,21,22,24,27,34,36,37,40,46,48,49
254,2,3,10,12,16,18,19,20,23,28,32,33,38,40,41,43,44,46,49,50
255,1,2,7,10,12,14,16,18,20,22,25,27,29,30,33,35,38,44,48,50
256,2,3,4,6,7,10,13,14,15,16,21,24,28,33,38,41,43,44,45,49
257,1,2,3,9,10,11,14,16,17,18,19,20,21,23,24,29,39,42,43,50
258,1,5,7,14,19,20,22,25,28,29,31,32,33,35,38,41,42,43,44,50
259,2,4,5,6,8,10,14,15,16,19,20,22,23,28,34,37,40,46,47,49
260,2,3,5,6,9,13,14,21,22,24,28,30,31,37,42,43,45,46,48,49
261,1,3,4,5,6,7,8,9,10,21,23,29,30,35,36,37,39,40,49,50
262,2,3,5,6,8,11,20,21,24,26,27,34,35,36,38,41,42,43,48,50
263,2,3,6,10,11,14,16,18,19,22,26,27,30,35,40,41,43,44,47,49
264,1,2,5,7,9,10,11,12,14,16,17,18,28,32,33,38,42,45,47,50
265,3,5,8,11,14,16,17,18,23,24,29,30,31,32,35,38,42,43,44,46
266,2,3,4,6,7,9,11,22,23,24,25,28,31,36,37,39,41,46,48,49
267,3,7,9,10,12,15,17,20,23,24,27,29,30,31,35,38,40,43,44,48
268,2,4,8,10,12,15,16,20,21,27,32,33,36,37,39,42,43,44,49,50
269,1,2,3,4,5,6,12,13,14,17,18,19,25,26,28,34,41,43,47,48
270,1,11,12,13,20,21,22,23,24,25,30,33,37,38,39,42,43,44,46,47
271,3,4,9,11,17,18,22,24,25,29,30,34,36,37,38,39,40,43,44,48
272,1,3,4,6,7,9,13,14,15,17,23,27,28,31,34,37,44,45,49,50
273,1,3,4,6,9,11,12,13,15,18,22,23,26,31,37,38,40,42,44,47
274,6,9,10,14,20,21,23,29,30,34,37,38,39,40,41,42,45,46,49,50
275,2,3,4,14,17,25,26,27,29,30,31,32,34,39,40,41,45,47,48,49
276,1,2,3,4,6,9,12,13,16,17,18,25,27,31,33,34,41,45,46,50
277,3,7,10,11,12,13,22,23,25,26,27,28,33,34,36,37,40,42,48,50
278,1,7,10,11,14,16,18,19,21,23,25,26,27,29,31,32,33,36,48,49
279,2,3,4,8,11,14,15,17,18,19,21,26,33,34,35,37,39,44,45,46
280,2,4,5,7,8,14,21,22,24,26,28,29,35,36,39,41,43,44,48,50
281,2,3,5,7,11,13,15,17,20,23,26,28,29,32,34,36,41,45,48,49
282,2,3,4,15,17,19,20,22,24,26,29,32,38,39,40,43,44,46,47,48
283,2,3,7,9,10,15,16,18,24,25,26,31,34,35,36,38,40,43,44,47
284,2,3,4,5,6,10,12,19,24,26,30,31,32,33,35,37,40,45,46,49
285,3,7,9,16,17,21,22,24,26,28,30,31,32,38,39,41,42,43,45,50
286,1,4,5,7,11,13,14,22,24,27,29,30,32,34,36,40,41,46,47,49
287,6,8,10,11,13,19,20,26,30,31,34,37,39,40,41,44,45,46,49,50
288,2,4,6,9,10,16,18,19,22,25,27,30,32,33,34,35,37,42,48,50
289,2,4,5,7,8,9,15,20,21,22,25,27,29,32,37,39,43,44,47,48
290,1,2,3,8,10,11,12,13,15,16,17,20,23,24,26,31,33,40,42,48
291,1,3,4,9,11,13,14,16,19,27,29,30,31,32,33,39,40,45,47,50
292,1,2,6,9,11,18,21,22,24,25,30,33,34,36,37,42,45,46,47,49
293,1,3,6,8,9,10,15,16,17,19,21,22,24,26,30,34,41,47,49,50
294,2,3,8,9,11,13,14,26,30,31,32,33,35,36,37,40,42,44,46,47
295,4,5,6,7,8,11,14,17,18,19,21,23,24,29,33,36,38,39,41,49
296,1,2,5,6,7,12,13,17,18,21,23,26,29,31,34,37,46,47,49,50
297,1,2,3,7,9,10,15,16,17,19,21,22,32,33,38,40,42,43,48,50
298,1,2,4,12,15,16,18,19,22,23,24,26,28,29,37,41,43,47,48,49
299,4,7,12,14,17,19,20,22,23,25,26,33,34,36,37,41,42,47,48,49
300,4,7,10,15,16,17,18,22,27,29,30,31,33,37,40,41,44,46,47,50
301,2,6,7,11,12,16,17,18,19,21,23,25,26,27,30,35,37,43,44,49
302,2,4,5,8,11,12,14,16,17,19,20,23,24,26,27,37,40,42,43,49
303,5,6,7,8,9,14,18,19,20,21,22,24,27,34,36,37,40,46,48,49
304,2,3,10,12,16,18,19,20,23,28,32,33,38,40,41,43,44,46,49,50
305,1,2,7,10,12,14,16,18,20,22,25,27,29,30,33,35,38,44,48,50
306,2,3,4,6,7,10,13,14,15,16,21,24,28,33,38,41,43,44,45,49
307,1,2,3,9,10,11,14,16,17,18,19,20,21,23,24,29,39,42,43,50
308,1,5,7,14,19,20,22,25,28,29,31,32,33,35,38,41,42,43,44,50
309,2,4,5,6,8,10,14,15,16,19,20,22,23,28,34,37,40,46,47,49
310,2,3,5,6,9,13,14,21,22,24,28,30,31,37,42,43,45,46,48,49
311,1,3,4,5,6,7,8,9,10,21,23,29,30,35,36,37,39,40,49,50
312,2,3,5,6,8,11,20,21,24,26,27,34,35,36,38,41,42,43,48,50
313,2,3,6,10,11,14,16,18,19,22,26,27,30,35,40,41,43,44,47,49
314,1,2,5,7,9,10,11,12,14,16,17,18,28,32,33,38,42,45,47,50
315,3,5,8,11,14,16,17,18,23,24,29,30,31,32,35,38,42,43,44,46
316,2,3,4,6,7,9,11,22,23,24,25,28,31,36,37,39,41,46,48,49
317,3,7,9,10,12,15,17,20,23,24,27,29,30,31,35,38,40,43,44,48
318,2,4,8,10,12,15,16,20,21,27,32,33,36,37,39,42,43,44,49,50
319,1,2,3,4,5,6,12,13,14,17,18,19,25,26,28,34,41,43,47,48
320,1,11,12,13,20,21,22,23,24,25,30,33,37,38,39,42,43,44,46,47
321,3,4,9,11,17,18,22,24,25,29,30,34,36,37,38,39,40,43,44,48
322,1,3,4,6,7,9,13,14,15,17,23,27,28,31,34,37,44,45,49,50
323,1,3,4,6,9,11,12,13,15,18,22,23,26,31,37,38,40,42,44,47
324,6,9,10,14,20,21,23,29,30,34,37,38,39,40,41,42,45,46,49,50
325,2,3,4,14,17,25,26,27,29,30,31,32,34,39,40,41,45,47,48,49
326,1,2,3,4,6,9,12,13,16,17,18,25,27,31,33,34,41,45,46,50
327,3,7,10,11,12,13,22,23,25,26,27,28,33,34,36,37,40,42,48,50
328,1,7,10,11,14,16,18,19,21,23,25,26,27,29,31,32,33,36,48,49
329,2,3,4,8,11,14,15,17,18,19,21,26,33,34,35,37,39,44,45,46
330,2,4,5,7,8,14,21,22,24,26,28,29,35,36,39,41,43,44,48,50
331,2,3,5,7,11,13,15,17,20,23,26,28,29,32,34,36,41,45,48,49
332,2,3,4,15,17,19,20,22,24,26,29,32,38,39,40,43,44,46,47,48
333,2,3,7,9,10,15,16,18,24,25,26,31,34,35,36,38,40,43,44,47
